Order_ID,Vendor_ID,Product_Category,Order_Date,Expected_Delivery_Date,Actual_Delivery_Date,Status,Quantity,Price_Per_Unit,Region,Revenue,Month_Name,Lead_Time,Delivery_Delay,Non_Delivered,Late,On_Time,Early,Delivered_Qty,,,
ORD-4251,VND-013,Apparel,10/11/2025,15/11/2025,17/11/2025,Delivered,44,250,South,11000,November,7,2,0,1,0,0,44,,,
ORD-4252,VND-007,Apparel,11/11/2025,19/11/2025,17/11/2025,Delivered,35,60,Central,2100,November,6,-2,0,0,0,1,35,,,
ORD-4253,VND-015,Apparel,11/11/2025,20/11/2025,20/11/2025,Delivered,22,220,International,4840,November,9,0,0,0,1,0,22,,,
ORD-4254,VND-008,Furniture,11/11/2025,19/11/2025,18/11/2025,Delivered,1,16500,Central,16500,November,7,-1,0,0,0,1,1,,,
ORD-4255,VND-012,Office Supplies,11/11/2025,20/11/2025,21/11/2025,Delivered,38,350,Central,13300,November,10,1,0,1,0,0,38,,,
ORD-4256,VND-006,Apparel,11/11/2025,17/11/2025,20/11/2025,Delivered,42,180,East,7560,November,9,3,0,1,0,0,42,,,
ORD-4257,VND-012,Electronics,11/11/2025,18/11/2025,,Cancelled,6,2400,East,14400,November,,,1,0,0,0,0,,,
ORD-4258,VND-014,Office Supplies,11/11/2025,20/11/2025,23/11/2025,Delivered,90,500,East,45000,November,12,3,0,1,0,0,90,,,
ORD-4259,VND-015,Electronics,11/11/2025,17/11/2025,16/11/2025,Delivered,2,1100,West,2200,November,5,-1,0,0,0,1,2,,,
ORD-4260,VND-015,Electronics,11/11/2025,18/11/2025,17/11/2025,Delivered,2,1200,South,2400,November,6,-1,0,0,0,1,2,,,
ORD-4261,VND-009,Apparel,11/11/2025,18/11/2025,18/11/2025,Delivered,41,195,Central,7995,November,7,0,0,0,1,0,41,,,
ORD-4262,VND-003,Apparel,12/11/2025,17/11/2025,17/11/2025,Delivered,5,90,Central,450,November,5,0,0,0,1,0,5,,,
ORD-4263,VND-010,Furniture,12/11/2025,21/11/2025,,In Transit,2,12000,East,24000,November,,,1,0,0,0,0,,,
ORD-4264,VND-004,Furniture,12/11/2025,21/11/2025,21/11/2025,Delivered,3,16500,Central,49500,November,9,0,0,0,1,0,3,,,
ORD-4265,VND-013,Furniture,12/11/2025,19/11/2025,22/11/2025,Delivered,3,14000,International,42000,November,10,3,0,1,0,0,3,,,
ORD-4266,VND-006,Office Supplies,12/11/2025,19/11/2025,18/11/2025,Delivered,10,45,Central,450,November,6,-1,0,0,0,1,10,,,
ORD-4267,VND-008,Furniture,12/11/2025,20/11/2025,23/11/2025,Delivered,1,4500,North,4500,November,11,3,0,1,0,0,1,,,
ORD-4268,VND-005,Electronics,12/11/2025,21/11/2025,19/11/2025,Delivered,5,2400,International,12000,November,7,-2,0,0,0,1,5,,,
ORD-4269,VND-003,Furniture,12/11/2025,19/11/2025,19/11/2025,Delivered,3,15000,International,45000,November,7,0,0,0,1,0,3,,,
ORD-4270,VND-006,Apparel,12/11/2025,16/11/2025,15/11/2025,Delivered,23,320,Central,7360,November,3,-1,0,0,0,1,23,,,
ORD-4271,VND-004,Furniture,12/11/2025,16/11/2025,14/11/2025,Delivered,3,8000,West,24000,November,2,-2,0,0,0,1,3,,,
ORD-4272,VND-009,Office Supplies,12/11/2025,20/11/2025,22/11/2025,Delivered,65,50,East,3250,November,10,2,0,1,0,0,65,,,
ORD-4273,VND-013,Office Supplies,12/11/2025,16/11/2025,18/11/2025,Delivered,52,30,South,1560,November,6,2,0,1,0,0,52,,,
ORD-4274,VND-003,Electronics,12/11/2025,20/11/2025,,In Transit,2,1100,South,2200,November,,,1,0,0,0,0,,,
ORD-4275,VND-004,Office Supplies,12/11/2025,16/11/2025,17/11/2025,Delivered,51,95,North,4845,November,5,1,0,1,0,0,51,,,
ORD-4276,VND-007,Furniture,12/11/2025,20/11/2025,,In Transit,1,12000,South,12000,November,,,1,0,0,0,0,,,
ORD-4277,VND-007,Apparel,12/11/2025,16/11/2025,17/11/2025,Delivered,18,320,South,5760,November,5,1,0,1,0,0,18,,,
ORD-4278,VND-012,Office Supplies,12/11/2025,21/11/2025,23/11/2025,Delivered,25,40,East,1000,November,11,2,0,1,0,0,25,,,
ORD-4279,VND-012,Electronics,12/11/2025,16/11/2025,18/11/2025,Delivered,1,2400,East,2400,November,6,2,0,1,0,0,1,,,
ORD-4280,VND-004,Furniture,12/11/2025,19/11/2025,17/11/2025,Delivered,2,18000,West,36000,November,5,-2,0,0,0,1,2,,,
ORD-4281,VND-006,Electronics,12/11/2025,19/11/2025,22/11/2025,Delivered,4,3000,North,12000,November,10,3,0,1,0,0,4,,,
ORD-4282,VND-012,Office Supplies,12/11/2025,18/11/2025,17/11/2025,Delivered,69,500,South,34500,November,5,-1,0,0,0,1,69,,,
ORD-4283,VND-013,Office Supplies,13/11/2025,19/11/2025,,In Transit,22,12,West,264,November,,,1,0,0,0,0,,,
ORD-4284,VND-003,Electronics,13/11/2025,21/11/2025,22/11/2025,Delivered,7,29000,North,203000,November,9,1,0,1,0,0,7,,,
ORD-4285,VND-006,Furniture,13/11/2025,17/11/2025,18/11/2025,Delivered,2,21000,International,42000,November,5,1,0,1,0,0,2,,,
ORD-4286,VND-012,Office Supplies,13/11/2025,21/11/2025,,Cancelled,66,350,South,23100,November,,,1,0,0,0,0,,,
ORD-4287,VND-002,Apparel,13/11/2025,17/11/2025,17/11/2025,Delivered,15,60,South,900,November,4,0,0,0,1,0,15,,,
ORD-4288,VND-008,Office Supplies,13/11/2025,20/11/2025,19/11/2025,Delivered,47,50,East,2350,November,6,-1,0,0,0,1,47,,,
ORD-4289,VND-002,Furniture,13/11/2025,22/11/2025,25/11/2025,Delivered,2,18000,Central,36000,November,12,3,0,1,0,0,2,,,
ORD-4290,VND-011,Office Supplies,13/11/2025,21/11/2025,23/11/2025,Delivered,88,12,North,1056,November,10,2,0,1,0,0,88,,,
ORD-4291,VND-007,Electronics,13/11/2025,20/11/2025,20/11/2025,Delivered,7,7200,South,50400,November,7,0,0,0,1,0,7,,,
ORD-4292,VND-009,Office Supplies,13/11/2025,19/11/2025,18/11/2025,Delivered,58,50,North,2900,November,5,-1,0,0,0,1,58,,,
ORD-4293,VND-001,Office Supplies,13/11/2025,18/11/2025,19/11/2025,Delivered,11,22,West,242,November,6,1,0,1,0,0,11,,,
ORD-4294,VND-008,Furniture,13/11/2025,17/11/2025,17/11/2025,Delivered,3,14000,West,42000,November,4,0,0,0,1,0,3,,,
ORD-4295,VND-007,Electronics,14/11/2025,18/11/2025,16/11/2025,Delivered,9,1100,Central,9900,November,2,-2,0,0,0,1,9,,,
ORD-4296,VND-006,Furniture,14/11/2025,21/11/2025,,Cancelled,2,3800,South,7600,November,,,1,0,0,0,0,,,
ORD-4297,VND-006,Office Supplies,14/11/2025,19/11/2025,,In Transit,53,22,East,1166,November,,,1,0,0,0,0,,,
ORD-4298,VND-006,Apparel,14/11/2025,18/11/2025,19/11/2025,Delivered,14,140,South,1960,November,5,1,0,1,0,0,14,,,
ORD-4299,VND-009,Office Supplies,14/11/2025,19/11/2025,17/11/2025,Delivered,85,40,North,3400,November,3,-2,0,0,0,1,85,,,
ORD-4300,VND-002,Furniture,14/11/2025,18/11/2025,,In Transit,2,18000,International,36000,November,,,1,0,0,0,0,,,
ORD-4301,VND-001,Apparel,14/11/2025,19/11/2025,22/11/2025,Delivered,52,110,West,5720,November,8,3,0,1,0,0,52,,,
ORD-4302,VND-013,Furniture,14/11/2025,19/11/2025,21/11/2025,Delivered,3,7000,North,21000,November,7,2,0,1,0,0,3,,,
ORD-4303,VND-012,Furniture,14/11/2025,22/11/2025,23/11/2025,Delivered,1,14000,Central,14000,November,9,1,0,1,0,0,1,,,
ORD-4304,VND-006,Electronics,14/11/2025,21/11/2025,,In Transit,7,29000,West,203000,November,,,1,0,0,0,0,,,
ORD-4305,VND-010,Apparel,14/11/2025,20/11/2025,22/11/2025,Delivered,47,220,East,10340,November,8,2,0,1,0,0,47,,,
ORD-4306,VND-011,Office Supplies,14/11/2025,19/11/2025,,Cancelled,88,30,West,2640,November,,,1,0,0,0,0,,,
ORD-4307,VND-008,Furniture,14/11/2025,22/11/2025,25/11/2025,Delivered,2,4500,International,9000,November,11,3,0,1,0,0,2,,,
ORD-4308,VND-003,Office Supplies,15/11/2025,22/11/2025,25/11/2025,Delivered,91,25,South,2275,November,10,3,0,1,0,0,91,,,
ORD-4309,VND-012,Electronics,15/11/2025,22/11/2025,25/11/2025,Delivered,8,3100,International,24800,November,10,3,0,1,0,0,8,,,
ORD-4310,VND-010,Electronics,15/11/2025,22/11/2025,21/11/2025,Delivered,2,3000,International,6000,November,6,-1,0,0,0,1,2,,,
ORD-4311,VND-001,Apparel,15/11/2025,24/11/2025,,In Transit,19,110,South,2090,November,,,1,0,0,0,0,,,
ORD-4312,VND-009,Electronics,15/11/2025,19/11/2025,,Cancelled,6,1100,West,6600,November,,,1,0,0,0,0,,,
ORD-4313,VND-013,Electronics,15/11/2025,22/11/2025,24/11/2025,Delivered,8,1800,Central,14400,November,9,2,0,1,0,0,8,,,
ORD-4314,VND-013,Office Supplies,15/11/2025,19/11/2025,,Cancelled,12,40,South,480,November,,,1,0,0,0,0,,,
ORD-4315,VND-001,Electronics,15/11/2025,23/11/2025,,In Transit,3,13500,South,40500,November,,,1,0,0,0,0,,,
ORD-4316,VND-003,Electronics,15/11/2025,22/11/2025,21/11/2025,Delivered,6,3000,East,18000,November,6,-1,0,0,0,1,6,,,
ORD-4317,VND-008,Furniture,15/11/2025,19/11/2025,17/11/2025,Delivered,3,16500,West,49500,November,2,-2,0,0,0,1,3,,,
ORD-4318,VND-014,Electronics,15/11/2025,22/11/2025,25/11/2025,Delivered,3,1200,South,3600,November,10,3,0,1,0,0,3,,,
ORD-4319,VND-003,Furniture,15/11/2025,22/11/2025,23/11/2025,Delivered,3,7000,Central,21000,November,8,1,0,1,0,0,3,,,
ORD-4320,VND-013,Electronics,15/11/2025,21/11/2025,20/11/2025,Delivered,7,3000,North,21000,November,5,-1,0,0,0,1,7,,,
ORD-4321,VND-004,Electronics,15/11/2025,24/11/2025,23/11/2025,Delivered,4,3100,West,12400,November,8,-1,0,0,0,1,4,,,
ORD-4322,VND-008,Apparel,15/11/2025,22/11/2025,22/11/2025,Delivered,32,250,East,8000,November,7,0,0,0,1,0,32,,,
ORD-4323,VND-001,Apparel,15/11/2025,22/11/2025,,In Transit,9,320,International,2880,November,,,1,0,0,0,0,,,
ORD-4324,VND-013,Furniture,15/11/2025,22/11/2025,,In Transit,3,6500,South,19500,November,,,1,0,0,0,0,,,
ORD-4325,VND-013,Electronics,15/11/2025,20/11/2025,20/11/2025,Delivered,7,45000,Central,315000,November,5,0,0,0,1,0,7,,,
ORD-4326,VND-006,Office Supplies,16/11/2025,21/11/2025,22/11/2025,Delivered,22,18,West,396,November,6,1,0,1,0,0,22,,,
ORD-4327,VND-001,Apparel,16/11/2025,24/11/2025,22/11/2025,Delivered,34,130,Central,4420,November,6,-2,0,0,0,1,34,,,
ORD-4328,VND-014,Office Supplies,16/11/2025,25/11/2025,26/11/2025,Delivered,39,45,Central,1755,November,10,1,0,1,0,0,39,,,
ORD-4329,VND-001,Apparel,16/11/2025,25/11/2025,25/11/2025,Delivered,33,130,International,4290,November,9,0,0,0,1,0,33,,,
ORD-4330,VND-014,Apparel,16/11/2025,24/11/2025,27/11/2025,Delivered,30,250,East,7500,November,11,3,0,1,0,0,30,,,
ORD-4331,VND-008,Electronics,16/11/2025,25/11/2025,25/11/2025,Delivered,3,45000,West,135000,November,9,0,0,0,1,0,3,,,
ORD-4332,VND-011,Apparel,16/11/2025,23/11/2025,24/11/2025,Delivered,9,195,South,1755,November,8,1,0,1,0,0,9,,,
ORD-4333,VND-004,Office Supplies,16/11/2025,20/11/2025,20/11/2025,Delivered,63,30,East,1890,November,4,0,0,0,1,0,63,,,
ORD-4334,VND-012,Apparel,16/11/2025,24/11/2025,22/11/2025,Delivered,20,195,South,3900,November,6,-2,0,0,0,1,20,,,
ORD-4335,VND-001,Furniture,16/11/2025,22/11/2025,,In Transit,2,18000,North,36000,November,,,1,0,0,0,0,,,
ORD-4336,VND-010,Electronics,16/11/2025,23/11/2025,,Cancelled,9,13500,Central,121500,November,,,1,0,0,0,0,,,
ORD-4337,VND-007,Electronics,16/11/2025,20/11/2025,21/11/2025,Delivered,10,3100,North,31000,November,5,1,0,1,0,0,10,,,
ORD-4338,VND-005,Furniture,16/11/2025,21/11/2025,20/11/2025,Delivered,1,21000,Central,21000,November,4,-1,0,0,0,1,1,,,
ORD-4339,VND-005,Furniture,16/11/2025,20/11/2025,18/11/2025,Delivered,1,4500,International,4500,November,2,-2,0,0,0,1,1,,,
ORD-4340,VND-001,Furniture,16/11/2025,22/11/2025,24/11/2025,Delivered,3,3800,East,11400,November,8,2,0,1,0,0,3,,,
ORD-4341,VND-014,Apparel,16/11/2025,24/11/2025,23/11/2025,Delivered,8,320,South,2560,November,7,-1,0,0,0,1,8,,,
ORD-4342,VND-010,Electronics,16/11/2025,21/11/2025,20/11/2025,Delivered,2,45000,International,90000,November,4,-1,0,0,0,1,2,,,
ORD-4343,VND-011,Furniture,16/11/2025,23/11/2025,,Cancelled,3,4500,South,13500,November,,,1,0,0,0,0,,,
ORD-4344,VND-006,Apparel,17/11/2025,25/11/2025,23/11/2025,Delivered,53,220,East,11660,November,6,-2,0,0,0,1,53,,,
ORD-4345,VND-014,Furniture,17/11/2025,22/11/2025,,In Transit,2,7000,West,14000,November,,,1,0,0,0,0,,,
ORD-4346,VND-009,Office Supplies,17/11/2025,26/11/2025,26/11/2025,Delivered,77,350,North,26950,November,9,0,0,0,1,0,77,,,
ORD-4347,VND-009,Office Supplies,17/11/2025,21/11/2025,19/11/2025,Delivered,67,40,North,2680,November,2,-2,0,0,0,1,67,,,
ORD-4348,VND-008,Electronics,17/11/2025,21/11/2025,23/11/2025,Delivered,7,5000,South,35000,November,6,2,0,1,0,0,7,,,
ORD-4349,VND-005,Apparel,17/11/2025,22/11/2025,22/11/2025,Delivered,51,90,South,4590,November,5,0,0,0,1,0,51,,,
ORD-4350,VND-001,Office Supplies,17/11/2025,24/11/2025,24/11/2025,Delivered,108,500,South,54000,November,7,0,0,0,1,0,108,,,
ORD-4351,VND-009,Office Supplies,17/11/2025,23/11/2025,26/11/2025,Delivered,87,95,East,8265,November,9,3,0,1,0,0,87,,,
ORD-4352,VND-001,Apparel,18/11/2025,24/11/2025,25/11/2025,Delivered,48,75,West,3600,November,7,1,0,1,0,0,48,,,
ORD-4353,VND-008,Furniture,18/11/2025,24/11/2025,27/11/2025,Delivered,1,14000,North,14000,November,9,3,0,1,0,0,1,,,
ORD-4354,VND-005,Apparel,18/11/2025,24/11/2025,23/11/2025,Delivered,31,140,International,4340,November,5,-1,0,0,0,1,31,,,
ORD-4355,VND-003,Furniture,18/11/2025,27/11/2025,,Cancelled,2,15000,Central,30000,November,,,1,0,0,0,0,,,
ORD-4356,VND-011,Office Supplies,18/11/2025,23/11/2025,22/11/2025,Delivered,85,80,East,6800,November,4,-1,0,0,0,1,85,,,
ORD-4357,VND-007,Office Supplies,18/11/2025,22/11/2025,25/11/2025,Delivered,22,150,North,3300,November,7,3,0,1,0,0,22,,,
ORD-4358,VND-007,Office Supplies,18/11/2025,24/11/2025,26/11/2025,Delivered,60,25,West,1500,November,8,2,0,1,0,0,60,,,
ORD-4359,VND-009,Electronics,18/11/2025,26/11/2025,,In Transit,7,8500,East,59500,November,,,1,0,0,0,0,,,
ORD-4360,VND-007,Electronics,18/11/2025,26/11/2025,27/11/2025,Delivered,8,5000,International,40000,November,9,1,0,1,0,0,8,,,
ORD-4361,VND-013,Electronics,18/11/2025,23/11/2025,22/11/2025,Delivered,1,45000,North,45000,November,4,-1,0,0,0,1,1,,,
ORD-4362,VND-011,Apparel,18/11/2025,23/11/2025,26/11/2025,Delivered,14,130,East,1820,November,8,3,0,1,0,0,14,,,
ORD-4363,VND-014,Office Supplies,18/11/2025,25/11/2025,25/11/2025,Delivered,65,50,North,3250,November,7,0,0,0,1,0,65,,,
ORD-4364,VND-003,Office Supplies,18/11/2025,22/11/2025,25/11/2025,Delivered,20,40,North,800,November,7,3,0,1,0,0,20,,,
ORD-4365,VND-011,Apparel,18/11/2025,23/11/2025,,Cancelled,37,195,West,7215,November,,,1,0,0,0,0,,,
ORD-4366,VND-013,Electronics,18/11/2025,24/11/2025,,In Transit,3,8500,Central,25500,November,,,1,0,0,0,0,,,
ORD-4367,VND-015,Apparel,19/11/2025,27/11/2025,25/11/2025,Delivered,29,180,West,5220,November,6,-2,0,0,0,1,29,,,
ORD-4368,VND-014,Electronics,19/11/2025,27/11/2025,27/11/2025,Delivered,7,2400,North,16800,November,8,0,0,0,1,0,7,,,
ORD-4369,VND-013,Office Supplies,19/11/2025,25/11/2025,27/11/2025,Delivered,96,22,East,2112,November,8,2,0,1,0,0,96,,,
ORD-4370,VND-001,Furniture,19/11/2025,28/11/2025,26/11/2025,Delivered,1,9500,International,9500,November,7,-2,0,0,0,1,1,,,
ORD-4371,VND-008,Electronics,19/11/2025,27/11/2025,,In Transit,4,13500,West,54000,November,,,1,0,0,0,0,,,
ORD-4372,VND-012,Office Supplies,19/11/2025,27/11/2025,30/11/2025,Delivered,26,150,Central,3900,November,11,3,0,1,0,0,26,,,
ORD-4373,VND-003,Office Supplies,19/11/2025,27/11/2025,25/11/2025,Delivered,44,18,North,792,November,6,-2,0,0,0,1,44,,,
ORD-4374,VND-012,Furniture,19/11/2025,26/11/2025,24/11/2025,Delivered,3,15000,International,45000,November,5,-2,0,0,0,1,3,,,
ORD-4375,VND-008,Office Supplies,19/11/2025,28/11/2025,,In Transit,99,30,West,2970,November,,,1,0,0,0,0,,,
ORD-4376,VND-008,Office Supplies,19/11/2025,27/11/2025,26/11/2025,Delivered,26,25,West,650,November,7,-1,0,0,0,1,26,,,
ORD-4377,VND-013,Electronics,19/11/2025,24/11/2025,24/11/2025,Delivered,8,7200,West,57600,November,5,0,0,0,1,0,8,,,
ORD-4378,VND-005,Electronics,19/11/2025,26/11/2025,29/11/2025,Delivered,6,3000,West,18000,November,10,3,0,1,0,0,6,,,
ORD-4379,VND-013,Furniture,19/11/2025,25/11/2025,25/11/2025,Delivered,3,8000,International,24000,November,6,0,0,0,1,0,3,,,
ORD-4380,VND-012,Furniture,19/11/2025,24/11/2025,,Cancelled,1,4500,East,4500,November,,,1,0,0,0,0,,,
ORD-4381,VND-013,Office Supplies,20/11/2025,24/11/2025,24/11/2025,Delivered,38,150,Central,5700,November,4,0,0,0,1,0,38,,,
ORD-4382,VND-001,Electronics,20/11/2025,26/11/2025,27/11/2025,Delivered,4,3100,Central,12400,November,7,1,0,1,0,0,4,,,
ORD-4383,VND-013,Furniture,20/11/2025,25/11/2025,23/11/2025,Delivered,3,12000,North,36000,November,3,-2,0,0,0,1,3,,,
ORD-4384,VND-010,Furniture,20/11/2025,27/11/2025,,In Transit,1,14000,South,14000,November,,,1,0,0,0,0,,,
ORD-4385,VND-007,Apparel,20/11/2025,24/11/2025,22/11/2025,Delivered,37,195,East,7215,November,2,-2,0,0,0,1,37,,,
ORD-4386,VND-012,Furniture,20/11/2025,26/11/2025,27/11/2025,Delivered,3,7000,North,21000,November,7,1,0,1,0,0,3,,,
ORD-4387,VND-010,Office Supplies,20/11/2025,26/11/2025,28/11/2025,Delivered,51,40,North,2040,November,8,2,0,1,0,0,51,,,
ORD-4388,VND-005,Electronics,20/11/2025,24/11/2025,25/11/2025,Delivered,6,8500,West,51000,November,5,1,0,1,0,0,6,,,
ORD-4389,VND-008,Furniture,20/11/2025,25/11/2025,25/11/2025,Delivered,2,4500,South,9000,November,5,0,0,0,1,0,2,,,
ORD-4390,VND-009,Apparel,20/11/2025,28/11/2025,,In Transit,19,250,South,4750,November,,,1,0,0,0,0,,,
ORD-4391,VND-011,Electronics,20/11/2025,29/11/2025,01/12/2025,Delivered,7,29000,East,203000,November,11,2,0,1,0,0,7,,,
ORD-4392,VND-014,Furniture,20/11/2025,28/11/2025,28/11/2025,Delivered,1,12000,South,12000,November,8,0,0,0,1,0,1,,,
ORD-4393,VND-007,Apparel,20/11/2025,25/11/2025,,Cancelled,21,250,North,5250,November,,,1,0,0,0,0,,,
ORD-4394,VND-014,Furniture,20/11/2025,27/11/2025,25/11/2025,Delivered,3,16500,South,49500,November,5,-2,0,0,0,1,3,,,
ORD-4395,VND-013,Electronics,20/11/2025,25/11/2025,25/11/2025,Delivered,9,1100,South,9900,November,5,0,0,0,1,0,9,,,
ORD-4396,VND-015,Electronics,20/11/2025,29/11/2025,30/11/2025,Delivered,5,7200,Central,36000,November,10,1,0,1,0,0,5,,,
ORD-4397,VND-007,Electronics,20/11/2025,24/11/2025,27/11/2025,Delivered,1,5000,North,5000,November,7,3,0,1,0,0,1,,,
ORD-4398,VND-001,Office Supplies,21/11/2025,28/11/2025,26/11/2025,Delivered,41,40,International,1640,November,5,-2,0,0,0,1,41,,,
ORD-4399,VND-015,Furniture,21/11/2025,25/11/2025,27/11/2025,Delivered,3,15000,South,45000,November,6,2,0,1,0,0,3,,,
ORD-4400,VND-004,Office Supplies,21/11/2025,30/11/2025,,In Transit,107,40,South,4280,November,,,1,0,0,0,0,,,
ORD-4401,VND-002,Electronics,21/11/2025,30/11/2025,30/11/2025,Delivered,7,2400,West,16800,November,9,0,0,0,1,0,7,,,
ORD-4402,VND-002,Apparel,21/11/2025,26/11/2025,28/11/2025,Delivered,22,250,South,5500,November,7,2,0,1,0,0,22,,,
ORD-4403,VND-002,Furniture,21/11/2025,29/11/2025,30/11/2025,Delivered,1,14000,South,14000,November,9,1,0,1,0,0,1,,,
ORD-4404,VND-004,Office Supplies,21/11/2025,30/11/2025,28/11/2025,Delivered,60,500,Central,30000,November,7,-2,0,0,0,1,60,,,
ORD-4405,VND-014,Furniture,21/11/2025,25/11/2025,26/11/2025,Delivered,1,3800,North,3800,November,5,1,0,1,0,0,1,,,
ORD-4406,VND-001,Apparel,21/11/2025,30/11/2025,30/11/2025,Delivered,31,220,East,6820,November,9,0,0,0,1,0,31,,,
ORD-4407,VND-015,Office Supplies,21/11/2025,25/11/2025,,Cancelled,98,45,North,4410,November,,,1,0,0,0,0,,,
ORD-4408,VND-004,Electronics,22/11/2025,30/11/2025,,In Transit,5,13500,West,67500,November,,,1,0,0,0,0,,,
ORD-4409,VND-002,Office Supplies,22/11/2025,30/11/2025,03/12/2025,Delivered,109,150,North,16350,November,11,3,0,1,0,0,109,,,
ORD-4410,VND-005,Furniture,22/11/2025,26/11/2025,24/11/2025,Delivered,2,18000,South,36000,November,2,-2,0,0,0,1,2,,,
ORD-4411,VND-003,Furniture,22/11/2025,28/11/2025,01/12/2025,Delivered,2,14000,West,28000,November,9,3,0,1,0,0,2,,,
ORD-4412,VND-015,Furniture,22/11/2025,26/11/2025,,Cancelled,2,16500,North,33000,November,,,1,0,0,0,0,,,
ORD-4413,VND-012,Furniture,22/11/2025,28/11/2025,30/11/2025,Delivered,2,7000,West,14000,November,8,2,0,1,0,0,2,,,
ORD-4414,VND-008,Electronics,22/11/2025,28/11/2025,26/11/2025,Delivered,3,5000,East,15000,November,4,-2,0,0,0,1,3,,,
ORD-4415,VND-004,Office Supplies,22/11/2025,27/11/2025,30/11/2025,Delivered,36,15,North,540,November,8,3,0,1,0,0,36,,,
ORD-4416,VND-001,Electronics,23/11/2025,27/11/2025,,In Transit,7,1100,International,7700,November,,,1,0,0,0,0,,,
ORD-4417,VND-001,Electronics,23/11/2025,28/11/2025,,In Transit,10,3000,South,30000,November,,,1,0,0,0,0,,,
ORD-4418,VND-012,Electronics,23/11/2025,01/12/2025,04/12/2025,Delivered,9,1100,West,9900,November,11,3,0,1,0,0,9,,,
ORD-4419,VND-010,Furniture,23/11/2025,30/11/2025,,In Transit,1,15000,International,15000,November,,,1,0,0,0,0,,,
ORD-4420,VND-003,Furniture,23/11/2025,02/12/2025,04/12/2025,Delivered,2,12000,International,24000,November,11,2,0,1,0,0,2,,,
ORD-4421,VND-015,Furniture,23/11/2025,01/12/2025,03/12/2025,Delivered,1,12000,Central,12000,November,10,2,0,1,0,0,1,,,
ORD-4422,VND-009,Office Supplies,23/11/2025,29/11/2025,,In Transit,109,25,West,2725,November,,,1,0,0,0,0,,,
ORD-4423,VND-007,Apparel,23/11/2025,01/12/2025,,In Transit,21,180,International,3780,November,,,1,0,0,0,0,,,
ORD-4424,VND-002,Furniture,23/11/2025,30/11/2025,28/11/2025,Delivered,2,3800,Central,7600,November,5,-2,0,0,0,1,2,,,
ORD-4425,VND-015,Office Supplies,23/11/2025,28/11/2025,01/12/2025,Delivered,87,12,International,1044,November,8,3,0,1,0,0,87,,,
ORD-4426,VND-013,Furniture,23/11/2025,02/12/2025,,In Transit,2,6500,South,13000,November,,,1,0,0,0,0,,,
ORD-4427,VND-009,Furniture,23/11/2025,01/12/2025,,In Transit,1,14000,East,14000,November,,,1,0,0,0,0,,,
ORD-4428,VND-010,Electronics,23/11/2025,28/11/2025,,In Transit,8,5000,Central,40000,November,,,1,0,0,0,0,,,
ORD-4429,VND-002,Electronics,23/11/2025,01/12/2025,01/12/2025,Delivered,5,7200,East,36000,November,8,0,0,0,1,0,5,,,
ORD-4430,VND-003,Electronics,23/11/2025,28/11/2025,,Cancelled,2,7200,West,14400,November,,,1,0,0,0,0,,,
ORD-4431,VND-011,Office Supplies,23/11/2025,01/12/2025,,Cancelled,67,95,South,6365,November,,,1,0,0,0,0,,,
ORD-4432,VND-013,Apparel,23/11/2025,01/12/2025,02/12/2025,Delivered,6,220,Central,1320,November,9,1,0,1,0,0,6,,,
ORD-4433,VND-010,Apparel,24/11/2025,01/12/2025,,In Transit,9,250,West,2250,November,,,1,0,0,0,0,,,
ORD-4434,VND-014,Office Supplies,24/11/2025,01/12/2025,01/12/2025,Delivered,75,350,International,26250,November,7,0,0,0,1,0,75,,,
ORD-4435,VND-002,Furniture,24/11/2025,29/11/2025,29/11/2025,Delivered,1,8000,North,8000,November,5,0,0,0,1,0,1,,,
ORD-4436,VND-003,Office Supplies,24/11/2025,28/11/2025,30/11/2025,Delivered,30,12,West,360,November,6,2,0,1,0,0,30,,,
ORD-4437,VND-006,Furniture,24/11/2025,02/12/2025,04/12/2025,Delivered,2,21000,East,42000,November,10,2,0,1,0,0,2,,,
ORD-4438,VND-009,Office Supplies,24/11/2025,01/12/2025,03/12/2025,Delivered,86,500,South,43000,November,9,2,0,1,0,0,86,,,
ORD-4439,VND-009,Office Supplies,24/11/2025,01/12/2025,,In Transit,80,150,South,12000,November,,,1,0,0,0,0,,,
ORD-4440,VND-007,Office Supplies,24/11/2025,28/11/2025,28/11/2025,Delivered,44,500,West,22000,November,4,0,0,0,1,0,44,,,
ORD-4441,VND-012,Apparel,24/11/2025,30/11/2025,30/11/2025,Delivered,33,140,International,4620,November,6,0,0,0,1,0,33,,,
ORD-4442,VND-003,Electronics,24/11/2025,01/12/2025,,Cancelled,2,5000,North,10000,November,,,1,0,0,0,0,,,
ORD-4443,VND-004,Office Supplies,24/11/2025,03/12/2025,06/12/2025,Delivered,71,40,East,2840,November,12,3,0,1,0,0,71,,,
ORD-4444,VND-006,Apparel,24/11/2025,29/11/2025,02/12/2025,Delivered,11,110,West,1210,November,8,3,0,1,0,0,11,,,
ORD-4445,VND-011,Electronics,24/11/2025,29/11/2025,27/11/2025,Delivered,9,1200,West,10800,November,3,-2,0,0,0,1,9,,,
ORD-4446,VND-005,Electronics,24/11/2025,29/11/2025,27/11/2025,Delivered,4,1200,South,4800,November,3,-2,0,0,0,1,4,,,
